Source,Target,Score,Title,Author,Year,Subject
30817,106578,0.8414,How effective are colorectal cancer screening programs at increasing the rate of screening in asymptomatic average-risk groups in Canada?,"Charters, Thomas",2012,Health Sciences - Epidemiology
30817,80266,0.8372,"Waiting time for radiation therapy in non-metastatic, surgically-treated breast cancer patients in Quebec","Fortin, Bernard, 1970-",2003,"Health Sciences, Public Health."
30817,31258,0.8336,"A population-based, case-control study of breast cancer and alcohol consumption among postmenopausal women living in Montreal, Quebec, Canada ","Lenz, Sarah K.",2000,"Health Sciences, Public Health."
30817,22817,0.8258,Prognastic markers in breast cancer : is there a role for the met proto-oncogene?,"Tougas, Liette",1995,"Biology, Molecular."
30837,30837,1,Variation in outcome of hospitalization for stroke across hospitals in Québec,"Venturini, Adriana.",2000,"Health Sciences, Medicine and Surgery."
30837,81361,0.826,Evaluation of geriatric trauma care in Quebec,"Longo, Nadia",2004,Gerontology.
30837,39804,0.8216,Out-of-hospital cardiac arrests in Montreal,"Lavoie, André",1992,"Health Sciences, Medicine and Surgery."
30837,55489,0.8104,"Injury mortality among the Cree of northern Quebec, 1982-91","Damestoy, Nicole",1994,"Health Sciences, Public Health."
30837,39906,0.8014,Outcomes in diabetic patients on maintenance dialysis,"Fenta, Haile",1995,"Health Sciences, Rehabilitation and Therapy."
30837,33414,0.7981,Delirium in the elderly : a survival analysis,"Kakuma, Ritsuko.",2000,"Health Sciences, Mental Health."
31059,31059,1,Seismic prioritization of highway bridges in Canada,"Liu, Zhu, 1971-",2001,"Engineering, Civil."
31059,82499,0.8463,Seismic response of a concrete bridge bent,"Itagawa, Wendy",2005,"Engineering, Civil."
31059,33333,0.8431,The assessment of reinforcing steel corrosion in the south section of the Dickson bridge ,"Laplante, François, 1974-",2000,"Engineering, Civil."
31059,99754,0.8195,Seismic retrofit of a reinforced concrete bridge bent,"Coulombe, Chantal.",2007,Concrete bridges -- Design and construction.
31059,82625,0.8076,Liquefaction hazard mapping for the island of Montreal,"Pushpam Joseph, Beena John",2005,"Engineering, Civil."
31059,106375,0.8043,Corrosion initiation of concrete bridge elements exposed to de-icing salts,"Wolofsky, Robert",2012,Engineering - Civil
31196,31196,1,Photon production in high energy heavy ion collisions,"Bertrand, Martine, 1976-",2000,"Physics, Elementary Particles and High Energy."
31196,102221,0.8452,Electromagnetic radiation from matter under extreme conditions,"Turbide, Simon.",2006,"Physics, Nuclear."
31196,122657,0.834,"The construction of a Dempster type mass spectrometer, its use in the measurement of the difussion rates of certain alkali metals in tungsten","Boyle, Willard Sterling",1950,Physics.
31196,150692,0.8306,Measurement of the production cross section of the photon + charm final state in 8-TeV proton-proton collisions using the ATLAS detector at the LHC,"Keyes, Robert",2018,UMIC code is not required - UMIC code is not required
31196,32496,0.8256,Lepton pair production at the CERN SPS,"Winkels, Adam",2009,Physics - Nuclear
31196,97050,0.8209,Transport coefficients of modified AdS-CFT: Deviations due to scale dependence ,"Richard, Michael",2011,Physics - Nuclear
32264,32264,1,Optimum design of simplicial uniaxial accelerometers,"Desrochers, Simon",2009,Engineering - Mechanical
32264,22655,0.8863,Dynamic estimation for serial manipulators,"Kapadia, Behram",1995,"Engineering, Electronics and Electrical."
32264,82643,0.8836,"A parameterized, sensitivity-driven EM design environment ","Weicker, Phillip J.",2005,"Engineering, Electronics and Electrical."
32264,121229,0.8729,Robust topological design of low frequency electromagnetic devices,"Li, Min",2014,Engineering - Electronics and Electrical
32264,70259,0.87,Stable parametric optimization,"Van Rooyen, Marchand",1992,Mathematics.
32264,102972,0.8671,Novel electromagnetic design system enhancements using computational intelligence strategies,"Dorica, Mark.",2006,Numerical grid generation (Numerical analysis)
30787,30787,1,A feasibility study : positioning a lenlset array above a target using MEMS to specify three or four degrees of freedom,"Michael, Feras S. J.",2000,"Engineering, Electronics and Electrical."
30787,71967,0.8688,The application of a linear photodiode array as a multichannel detector for inductively coupled plasma atomic emission spectroscopy ,"McGeorge, Scott W. (Scott Wilson)",1985,Atomic spectroscopy.
30787,79268,0.8667,Analysis of the intensity profile of a VCSEL with Hermite-Gauss modes,"Varano, Robert",2002,"Engineering, Electronics and Electrical."
30787,130678,0.8634,Radiochromic film dosimetry system for clinical CTDl measurements,"Quintero Mateus, Chrystian",2015,Physics - Radiation 
30787,95201,0.8619,Investigation of the high-throughput analytical performance of an FPA-FTIR imaging system,"Enfield, Alexander",2010,Chemistry - Analytical
30787,100785,0.857,High aspect ratio cantilever tips for non-contact electrostatic force microscopy,"Cockins, Lynda Patricia.",2006,"Physics, Condensed Matter."
31046,31046,1,The wear resistance of commercially produced aluminum oxide ceramics ,"Cloutier, Caroline.",2001,"Engineering, Materials Science."
31046,19617,0.8268,Effect of chromium addition on the warm rolled behaviour of low carbon steels,"Romani, Nadia Diane",2003,Engineering - Metallurgy
31046,86573,0.8205,Exploring ore grindability tests with the steel wheel abrasion test (SWAT) machine,"Hewitt, David",2010,Engineering - Metallurgy
31046,26412,0.8197,Energy utilisation in comminution and its application to rock blasting,"Prasad, Umesh",1994,Applied Mechanics.
31046,68039,0.8174,Wetting of alumina-based ceramics by aluminum alloys,"Lebeau, Thomas",1993,"Engineering, Materials Science."
31046,115867,0.8171,Serrated flow and enhanced ductility in coarse-grained Al-Mg alloys,"Samuel, Ehab.",2008,Aluminum-magnesium alloys -- Metallurgy.
31052,31052,1,Analyse de la norme sociale comme contrainte au consentement : l'exemple de la recherche biomédicale en situation d'urgence,"Gauthier, Isabelle.",2000,Informed consent (Medical law)
31052,80942,0.8322,Légitimité et autonomie des principes d'UNIDROIT relatifs aux contrats du commerce international,"Mercedat, Ralph",2003,International Institute for the Unification of Private Law
31052,60669,0.8096,La silence et le contrat : approche comparée,"Boyer, Olivier Frédéric.",1991,Silence (Law)
31052,84213,0.8025,Genetic information and insurance : a contextual analysis of legal and regulatory means of promoting just distributions,"Lemmens, Trudo",2003,Insurance law
31052,114046,0.8003,Le droit de la filiation entre ciel et terre : étude du discours juridique québécois,"Bureau, Marie-France, 1969-",2007,Paternity -- Québec (Province).
31052,115645,0.7949,"Liberté, responsabilité et utilité : la bonne foi comme instrument de justice contractuelle","Grégoire, Marie Annik, 1971-",2008,Obligations (Law) -- Québec (Province).
31055,31055,1,Durability of fiberglass composite sheet piles in water,"Kouadio, Kouassi Serge P.",2001,"Engineering, Civil."
31055,36868,0.8525,Bond deterioration of reinforcing steel in concrete due to corrosion,"Amleh, Lamya.",2000,"Engineering, Civil."
31055,82465,0.8457,Durability design of concrete elememts sic against deterioration of bond due to corrosion,"Bansal, Vipin Kumar",2005,"Engineering, Civil."
31055,33956,0.8444,Deflection-based design of fiber glass polymer (FRP) composite sheet pile wall in sandy soil,"Bdeir, Zeid.",2001,"Engineering, Civil."
31055,80112,0.8426,Design of reinforced concrete elements for durability against corrosion,"Ji, Chen Hui, 1967-",2003,"Engineering, Civil."
31055,98954,0.842,Finite element analysis of composite sheet piles subjected to uniform load and harsh environments,"Darchis, Fabien.",2005,"Engineering, Civil."
31056,31056,1,Design for manufacturability of speed-reduction cam mechanisms,"Lee, Mern Keat.",2001,"Engineering, Mechanical."
31056,82474,0.8282,"Electrical wavelength tuning in single and multi-wavelength, mode-locked semiconductor fiber ring lasers","Cao, Hong, 1974-",2004,"Engineering, Electronics and Electrical."
31056,19575,0.8214,Cam-profile optimization by means of undercutting in cam-roller speed reducers,"Zhang, Weimin",2003,Engineering - Mechanical
31056,18444,0.8187,A highly integrated surface plasmon resonance sensor based on a focusing diffractive optic element,"Khalid, Muhammad",2007,Engineering - Electronics and Electrical
31056,135587,0.8175,Multitarget multisensor tracking,"Nannuru, Santosh",2015,Electrical and Computer Engineering
31056,138961,0.815,Method for the characterisation and feasibility study of a six degree-of-freedom electromagnetic tracking system,"Ouellet Delorme, François",2016,Electrical and Computer Engineering
31063,31063,1,Direct initiation of detonations with multi-step reaction scheme,"Ng, Hoi Dick.",2001,"Engineering, Mechanical."
31063,85945,0.8912,The effect of chemical reaction kinetics on the structure of gaseous detonations ,"Ng, Hoi Dick, 1977-",2005,"Engineering, Mechanical."
31063,59280,0.8591,Prediction of stresses in granular media by an integral method,"Fekete, N.",1990,Applied Mechanics.
31063,84420,0.8523,The propagation and failure mechanism of gaseous detonations : experiments in porous-walled tubes,"Radulescu, Matei Ioan",2003,"Engineering, Mechanical."
31063,38103,0.851,The simulation of dynamic ductile failure in pipelines ,"Pokutylowicz, Norman.",2001,"Engineering, Mechanical."
31063,75455,0.8477,The minimum cost optimal power flow problem solved via the restart homotopy continuation method ,"Ponrajah, Ranendra Anthony",1987,Electric power systems -- Load dispatching
31075,31075,1,Revisiting hemodynamic analysis of pulmonary edema after the onset of left ventricular dysfunction using a mathematical model of the cardiovascular system,"Veerassamy, Shalini.",2000,"Engineering, Biomedical."
31075,82624,0.8534,Development of blood analogs for flow visualization and hemolysis investigations,"Nguyen, Trong Tin, 1979-",2004,"Engineering, Biomedical."
31075,107795,0.8507,Dynamics of heterogeneous excitable media with pacemakers,"Borek, Bartlomiej",2012,Biophysics - General
31075,38174,0.8481,Two distinct outward K+ conductances are simultaneously activated in TBY-2 suspension culture protoplasts,"Crotty, Christopher M.",2001,Potassium channels.
31075,114355,0.8387,Intercellular communication between bone cells induced by mechanical stimulation,"Xing, Shu",2013,Biophysics - General
31075,20522,0.8351,Modeling and analysis of ultrasound backscattering by red blood cell aggregates with a system-based approach,"Teh, Beng-Ghee.",1998,"Engineering, Biomedical."
31199,31199,1,The use of a fungal antagonist to reduce the initial inoculum of Gibberella zeae on wheat and corn debris ,"Bujold, Isabelle.",2000,Gibberella zeae -- Biological control -- Québec (Province).
31199,115244,0.8415,A preliminary study of parasitism in grasshoppers in southwestern Quebec.,"Sharma, Ravindra. N.",1963,Entomology.
31199,61038,0.8391,"Production of Conidia, selection of inoculum density, and timing the first fungicide application to manage Septoria blight of celery","Mudita, I. Wayan",1992,Celery -- Diseases and pests -- Control.
31199,116571,0.8361,"Morphology and ecology of the velvet-mite, Allothrombium Lerouxi Moss. ","Mathur, Sachchida Nand.",1964,Entomology.
31199,30754,0.8177,Biological control of purple loosestrife (Lythrum salicaria) in Quebec,"Templeton, Karen.",1999,Purple loosestrife -- Biological control -- Québec (Province).
31199,21554,0.816,Reproductive and developmental biology of Aleochara bilineata Gyllenhal (Coleoptera:Staphylinidae),"Gauvin, Marie-Josée.",1998,Aleochara -- Reproduction.
32261,32261,1,Comparison of measured and Monte Carlo-calculated peak scatter factors for 10X10 cm2 field size in 6 MV and 18 MV photon beams,"Chung, Eunah",2009,Physics - Radiation
32261,80278,0.825,Study of Ds photoproduction at HERA,"Gliga, Sebastian",2003,"Physics, Elementary Particles and High Energy."
